title	genres	movieId	avg_movie_rating	rating_count	rating_std	release_year	genre_count	no_genre	genre_Action	genre_Adventure	genre_Animation	genre_Children	genre_Comedy	genre_Crime	genre_Documentary	genre_Drama	genre_Fantasy	genre_Film-Noir	genre_Horror	genre_IMAX	genre_Musical	genre_Mystery	genre_Romance	genre_Sci-Fi	genre_Thriller	genre_War	genre_Western
Star! (1968)	Musical	8398	3.3	20	1.06869	1968	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
We're Not Married! (1952)	Comedy|Romance	8399	2.97222	18	1.04982	1952	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Wish You Were Here (1987)	Comedy|Drama	8400	3.5	83	0.744901	1987	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Adventures of Sherlock Holmes, The (1939)	Crime|Mystery|Thriller	8401	3.69892	279	0.91197	1939	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Book of Love (1990)	Comedy|Romance	8402	2.89394	33	1.0059	1990	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Helen of Troy (1956)	Action|Adventure|Drama|Romance|War	8403	3.13793	29	1.34892	1956	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Hound of the Baskervilles, The (1939)	Crime|Mystery|Thriller	8404	3.68451	355	0.771426	1939	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Hour of the Wolf (Vargtimmen) (1968)	Drama|Horror	8405	3.76141	241	0.982198	1968	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Molly Maguires, The (1970)	Drama	8407	3.44565	46	0.754455	1970	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Suddenly (1954)	Crime|Drama|Film-Noir	8410	3.48454	97	0.730488	1954	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Urban Ghost Story (1998)	Drama	8411	1.83333	6	0.983192	1998	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Possessed (1947)	Drama|Film-Noir	8420	3.92857	14	0.549725	1947	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Dying of Laughter (Muertos de Risa) (1999)	Comedy	8421	3.13514	37	1.30516	1999	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kings Row (1942)	Drama|Romance	8422	3.43333	45	0.67082	1942	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Kid Brother, The (1927)	Children|Comedy|Romance	8423	3.67647	51	1.05273	1927	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Divorcee, The (1930)	Drama|Romance	8424	3.05769	26	0.791542	1930	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Meet the Applegates (1991)	Comedy	8425	2.525	60	1.05936	1991	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robot Carnival (Roboto kânibauru) (1987)	Animation|Comedy|Drama|Fantasy|Sci-Fi	8426	3.37698	126	1.13258	1987	5	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
Americathon (1979)	Comedy|Sci-Fi	8427	1.81579	38	1.05537	1979	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chipmunk Adventure, The (1987)	Adventure|Animation|Children|Comedy|Fantasy|Musical	8444	3.15385	13	1.17942	1987	6	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Sands of Iwo Jima (1949)	Action|Drama|Romance|War	8446	3.38144	194	0.860092	1949	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
This Island Earth (1955)	Sci-Fi	8447	2.82803	157	1.08118	1955	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ComDads (les Compères) (1983)	Comedy|Crime	8448	3.4	15	0.573212	1983	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anthony Adverse (1936)	Adventure|Romance	8450	3.125	16	1.04083	1936	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Blackboard Jungle (1955)	Drama	8451	3.59928	277	0.768539	1955	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Moment by Moment (1978)	Drama|Romance	8452	1.625	20	1.07453	1978	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
It Had to Be You (2000)	Comedy|Romance	8453	3.01316	38	0.858084	2000	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Luna Papa (1999)	Comedy|Drama|Fantasy	8454	3.2	40	1.21845	1999	3	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Long Way Home, The (1997)	Documentary	8455	3.3125	16	1.31498	1997	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)	Crime|Drama|Thriller	8456	3.7663	92	0.936005	1970	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
True Love (1989)	Comedy	8457	3.1	5	0.547723	1989	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
To Each His Own (1946)	Drama	8458	3.4375	16	0.997914	1946	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Heiress, The (1949)	Drama|Romance	8459	3.92683	246	0.816121	1949	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
State Fair (1945)	Musical|Romance	8460	3.27823	124	0.913544	1945	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Dragon Seed (1944)	Drama	8461	3	5	0.5	1944	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Executive Suite (1954)	Drama	8462	3.47778	45	0.910517	1954	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Johnny Belinda (1948)	Drama	8463	3.52239	67	1.00917	1948	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Super Size Me (2004)	Comedy|Documentary|Drama	8464	3.65839	8375	0.809334	2004	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Johnny Eager (1942)	Crime|Drama|Film-Noir|Romance	8465	2.79167	12	0.940462	1942	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
None But the Lonely Heart (1944)	Drama|Romance	8469	2.85	10	0.818196	1944	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Pier, The (Jetée, La) (1962)	Romance|Sci-Fi	8477	3.99868	759	0.954436	1962	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Distant Voices, Still Lives (1988)	Drama	8478	3.54545	33	1.22068	1988	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
King of Kings, The (1927)	Drama	8480	3.21154	26	1.37966	1927	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Northwest Passage (1940)	Action|Adventure|Drama|Romance|Thriller|Western	8481	3.53889	90	0.963455	1940	6	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1
Picture of Dorian Gray, The (1945)	Drama|Fantasy|Horror	8482	3.71972	355	0.847665	1945	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Born Losers, The (1967)	Action|Drama|Thriller	8483	2.875	32	1.00803	1967	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Human Condition I, The (Ningen no joken I) (1959)	Drama|War	8484	3.7957	93	1.27951	1959	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Samsara (2001)	Adventure|Drama|Romance	8485	3.70062	162	0.90797	2001	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Bachelor Mother (1939)	Comedy|Romance	8486	3.53125	64	1.01916	1939	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Please Don't Eat the Daisies (1960)	Children|Comedy|Musical	8487	3.25	134	0.824325	1960	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Siddhartha (1972)	Drama	8488	3.30435	46	0.884925	1972	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
White Heat (1949)	Crime|Drama|Film-Noir	8491	4.00708	636	0.736258	1949	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Christmas Carol, A (Scrooge) (1951)	Drama|Fantasy	8492	3.83378	749	0.90013	1951	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Memphis Belle (1990)	Action|Drama|War	8493	3.56623	1389	0.721683	1990	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Cincinnati Kid, The (1965)	Drama	8494	3.59848	198	0.751748	1965	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Animal Factory (2000)	Crime|Drama	8495	3.38701	177	0.677311	2000	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Panic in Needle Park, The (1971)	Drama|Romance	8496	3.49675	154	0.746444	1971	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Pretty Baby (1978)	Drama	8499	3.43506	154	0.961177	1978	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)	Action|Horror|Sci-Fi	8500	2.8	5	0.570088	1974	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Hitcher, The (1986)	Action|Thriller	8501	3.46989	714	0.856133	1986	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Show Boat (1951)	Drama|Musical|Romance	8502	3.27016	124	0.85397	1951	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
Ivanhoe (1952)	Adventure|Drama|Romance	8503	3.125	76	0.821077	1952	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Box of Moon Light (1996)	Comedy|Drama	8504	3.40625	80	0.882652	1996	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eel, The (Unagi) (1997)	Drama|Romance	8505	3.58333	66	0.909706	1997	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Fear X (2003)	Mystery|Thriller	8506	2.77083	48	1.04657	2003	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Freaks (1932)	Crime|Drama|Horror	8507	3.80129	1238	0.918514	1932	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
Immigrant, The (1917)	Comedy	8511	3.7	105	1.06202	1917	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silent Movie (1976)	Comedy	8512	3.31414	304	0.766995	1976	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matter of Life and Death, A (Stairway to Heaven) (1946)	Drama|Fantasy|Romance	8516	4.01347	297	0.931698	1946	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Anna Christie (1930)	Drama	8518	3.5	44	0.715282	1930	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bat People, The (1974)	Comedy|Drama|Horror|Sci-Fi	8519	2.30769	13	1.7741	1974	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
Deep Cover (1992)	Action|Crime|Thriller	8520	3.42857	189	0.809799	1992	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Dr. Jekyll and Mr. Hyde (1931)	Drama|Horror	8521	3.48374	246	0.873499	1931	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
My Little Chickadee (1940)	Comedy|Western	8522	3.37805	82	0.989329	1940	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
High and the Mighty, The (1954)	Drama	8524	3.04808	52	1.02546	1954	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ugly Dachshund, The (1966)	Children|Comedy	8525	3.15541	74	0.802076	1966	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Around the World in 80 Days (2004)	Adventure|Children|Comedy	8526	2.86099	910	1.00092	2004	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I'll Sleep When I'm Dead (2003)	Crime|Drama	8527	2.98663	187	0.919375	2003	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Dodgeball: A True Underdog Story (2004)	Comedy	8528	3.33444	5403	0.928154	2004	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terminal, The (2004)	Comedy|Drama|Romance	8529	3.50978	5265	0.857178	2004	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Dear Frankie (2004)	Drama|Romance	8530	3.91705	862	0.718366	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
White Chicks (2004)	Action|Comedy|Crime	8531	2.33432	1177	1.2991	2004	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Door in the Floor, The (2004)	Drama	8532	3.40205	439	0.908217	2004	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Notebook, The (2004)	Drama|Romance	8533	3.80406	3968	1.02255	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Two Brothers (Deux frères) (2004)	Adventure|Children|Drama	8534	3.35417	144	1.02226	2004	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
De-Lovely (2004)	Drama|Musical	8535	3.1941	322	0.997065	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Intended, The (2002)	Drama|Thriller	8536	3.9	5	0.65192	2002	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Kaena: The Prophecy (Kaena: La prophétie) (2003)	Action|Adventure|Animation|Children|Sci-Fi	8537	3.02232	112	0.961859	2003	5	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Back to Bataan (1945)	Drama|War	8540	2.98276	58	1.04279	1945	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bloodhounds of Broadway (1989)	Comedy|Drama	8541	1.94444	9	0.881917	1989	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Day at the Races, A (1937)	Comedy|Musical	8542	3.94387	873	0.82517	1937	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Flying Leathernecks, The (1951)	Action|Drama|War	8543	2.94355	62	1.01668	1951	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Now You See Him, Now You Don't (1972)	Comedy|Sci-Fi	8544	3.28571	28	0.786796	1972	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Plain Dirty (a.k.a. Briar Patch) (2003)	Drama|Romance	8545	2.875	4	0.25	2003	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Bob & Carol & Ted & Alice (1969)	Comedy|Drama	8571	3.14912	171	0.850423	1969	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Littlest Rebel, The (1935)	Children|Drama	8572	3.25581	43	0.684628	1935	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Reconstruction (2003)	Drama|Romance	8573	3.64054	185	0.9762	2003	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Claymation Christmas Celebration, A (1987)	Animation|Children|Comedy|Musical	8574	3.55025	199	1.21126	1987	4	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Happenstance (Battement d'ailes du papillon, Le) (2001)	Comedy|Drama	8575	3.54474	190	0.919713	2001	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Kopps (2003)	Action|Comedy	8576	3.45825	479	0.826047	2003	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comandante (2003)	Documentary	8577	3.55769	52	0.820413	2003	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Undead (2003)	Action|Comedy|Horror|Sci-Fi	8578	3.01896	211	1.12212	2003	4	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Scarlet and the Black, The (1983)	Action|Drama|War	8579	3.42391	46	1.14488	1983	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Into the Woods (1991)	Adventure|Comedy|Fantasy|Musical	8580	3.9364	456	0.972315	1991	4	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Pirates of Silicon Valley (1999)	Documentary|Drama	8581	3.68227	1004	0.766734	1999	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Manufacturing Consent: Noam Chomsky and the Media (1992)	Documentary|War	8582	3.88397	474	0.998538	1992	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Clock, The (1945)	Adventure|Drama|Romance	8583	3.45349	43	0.836759	1945	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Leave Her to Heaven (1945)	Drama|Film-Noir	8584	3.65041	123	0.814658	1945	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Rapa Nui (1994)	Action|Adventure|Drama|Romance	8585	3.03846	78	0.878196	1994	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Roxie Hart (1942)	Comedy	8586	3.42857	21	0.779194	1942	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mayor of the Sunset Strip (2003)	Documentary	8587	3.11111	63	0.881917	2003	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Killing Me Softly (2002)	Drama|Mystery|Romance|Thriller	8588	2.61364	132	1.11819	2002	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
Winter War (Talvisota) (1989)	Drama|War	8589	3.72289	581	0.882674	1989	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Philadelphia Experiment, The (1984)	Adventure|Drama|Sci-Fi	8591	3.18664	434	0.8011	1984	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Wheeler Dealers, The (1963)	Comedy	8592	3.25	10	0.790569	1963	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Juice (1992)	Action|Crime|Drama|Thriller	8593	3.22727	110	0.884723	1992	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Secret Life of Girls, The (1999)	Comedy	8594	3	8	1.19523	1999	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flim-Flam Man, The (1967)	Action|Adventure|Comedy	8595	3.55224	67	0.723702	1967	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Revenge of the Pink Panther (1978)	Comedy|Crime	8596	3.61462	1060	0.881466	1978	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Riders (2002)	Action|Crime|Thriller	8597	2.34375	16	1.10633	2002	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
I Am Dina (2002)	Crime|Drama|Mystery|Romance	8598	3.20225	89	0.943636	2002	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
Escapist, The (2001)	Thriller	8599	3	17	0.810093	2001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Angels with Dirty Faces (1938)	Crime|Drama	8600	3.76106	452	0.797995	1938	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)	Comedy|Drama	8601	3.7069	145	1.03512	1933	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shadows (1959)	Drama	8602	3.72083	120	0.960995	1959	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Coming Out (1989)	Drama	8603	3.20588	17	1.29975	1989	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Taxi (1998)	Action|Comedy	8604	3.51389	828	0.907506	1998	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taxi 3 (2003)	Action|Comedy	8605	3.08997	289	1.10579	2003	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pull My Daisy (1958)	Comedy|Drama	8606	3.5	17	1.07529	1958	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tokyo Godfathers (2003)	Adventure|Animation|Drama	8607	3.84681	705	0.796348	2003	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Butcher, The (Boucher, Le) (1970)	Drama|Thriller	8608	3.47253	91	1.06553	1970	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Our Hospitality (1923)	Comedy	8609	3.81188	202	0.98711	1923	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
All of Me (1984)	Comedy|Fantasy	8610	3.58369	932	0.791654	1984	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Farmer's Daughter, The (1947)	Comedy	8611	3.47727	66	0.82477	1947	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lassie Come Home (1943)	Adventure|Children|Drama	8612	2.9386	114	0.959674	1943	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Time of Your Life, The (1948)	Comedy|Drama	8613	2.9	25	1.38444	1948	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Overboard (1987)	Comedy|Romance	8614	3.18059	778	0.933694	1987	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mask of Fu Manchu, The (1932)	Adventure|Horror|Sci-Fi	8615	3.16667	45	0.776062	1932	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
By the Light of the Silvery Moon (1953)	Children|Musical|Romance	8616	3.26667	60	1.05552	1953	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Butterfield 8 (1960)	Drama	8617	3.07143	91	0.871051	1960	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Johnny Guitar (1954)	Drama|Western	8618	3.72843	197	0.954904	1954	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Sister My Sister (1994)	Drama	8619	3.48611	36	1.26201	1994	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Exterminating Angel, The (Ángel exterminador, El) (1962)	Comedy|Drama|Fantasy|Mystery	8620	3.9735	434	1.04456	1962	4	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
Ivans xtc. (2000)	Drama	8621	3.33333	15	1.24881	2000	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fahrenheit 9/11 (2004)	Documentary	8622	3.57727	8179	1.05052	2004	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Roxanne (1987)	Comedy|Romance	8623	3.50278	2336	0.814807	1987	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Freedom Downtime (2001)	Adventure|Crime|Documentary	8624	3.13333	15	1.0083	2001	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Same River Twice, The (2003)	Documentary	8625	3.56522	23	0.957083	2003	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dr. Terror's House of Horrors (1965)	Horror|Sci-Fi	8626	2.90816	49	1.02913	1965	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Confessions of a Burning Man (2003)	Documentary	8627	2	4	0.707107	2003	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Search and Destroy (1995)	Comedy|Drama	8628	3.3	15	0.797317	1995	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Book of Life, The (1998)	Comedy|Fantasy	8629	3.53448	58	1.04656	1998	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Such a Long Journey (1998)	Drama|War	8630	3.60714	14	0.78883	1998	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Hard Times (1975)	Action|Drama	8631	3.32911	79	0.915977	1975	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Secret Society (2002)	Comedy	8632	2.36667	15	1.10948	2002	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Last Starfighter, The (1984)	Action|Adventure|Comedy|Sci-Fi	8633	3.40235	1444	0.797489	1984	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tank (1984)	Action|Comedy|Drama	8634	2.58824	119	0.822478	1984	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Jungle Holocaust (Ultimo mondo cannibale) (1977)	Adventure|Horror	8635	2.64286	28	1.10434	1977	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Spider-Man 2 (2004)	Action|Adventure|IMAX|Sci-Fi	8636	3.55119	15715	0.93171	2004	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
America's Heart and Soul (2004)	Documentary	8637	2.65385	13	1.43447	2004	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Before Sunset (2004)	Drama|Romance	8638	3.93752	3449	0.913498	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Clearing, The (2004)	Drama|Thriller	8639	2.96586	249	0.799344	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
King Arthur (2004)	Action|Adventure|Drama|War	8640	3.03399	1971	0.94901	2004	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Anchorman: The Legend of Ron Burgundy (2004)	Comedy	8641	3.49277	5258	1.05528	2004	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
